0.010817, -0.5669876, -0.348787,
-0.0067247, -0.5669876, -0.348787,
0.0108217, -0.4483959, -0.5016868,
-0.0067294, -0.4483959, -0.5016868,
0.0108316, -0.2743537, -0.6091348,
-0.0067393, -0.2743537, -0.6091348,
-0.0067444, -0.0334041, -0.6815077,
0.0108367, -0.0334041, -0.6815077,
-0.3918954, -0.4074446, -0.348787,
-0.4042226, -0.3951174, -0.348787,
-0.3080351, -0.3235909, -0.5016868,
-0.320369, -0.3112571, -0.5016868,
-0.1849617, -0.2005315, -0.6091348,
-0.1973095, -0.1881837, -0.6091348,
-0.026936, -0.0178031, -0.6815077,
-0.0145811, -0.0301581, -0.6815077,
-0.5641834, -0.0089378, -0.348787,
-0.5641834, 0.0065862, -0.348787,
-0.445592, -0.008942, -0.5016868,
-0.445592, 0.0065903, -0.5016868,
-0.2715503, -0.0089507, -0.6091348,
-0.2715503, 0.0065991, -0.6091348,
-0.0306009, 0.0066036, -0.6815077,
-0.0306009, -0.0089553, -0.6815077,
-0.4042338, 0.3927388, -0.348787,
-0.3918685, 0.4051041, -0.348787,
-0.3203801, 0.3088785, -0.5016868,
-0.3080082, 0.3212504, -0.5016868,
-0.1973206, 0.1858051, -0.6091348,
-0.1849348, 0.198191, -0.6091348,
-0.0145541, 0.0278176, -0.6815077,
-0.0269472, 0.0154244, -0.6815077,
-0.0062612, 0.5648279, -0.348787,
0.0103535, 0.5648279, -0.348787,
-0.0062657, 0.4462363, -0.5016867,
0.010358, 0.4462363, -0.5016867,
-0.006275, 0.2721943, -0.6091348,
0.0103674, 0.2721943, -0.6091348,
0.0103722, 0.0312448, -0.6815077,
-0.0062799, 0.0312448, -0.6815077,
0.3988168, 0.4039211, -0.348787,
0.4071431, 0.3955948, -0.348787,
0.314958, 0.3200668, -0.5016869,
0.3232888, 0.3117361, -0.5016869,
0.1918879, 0.197006, -0.6091348,
0.200228, 0.1886659, -0.6091348,
0.0298539, 0.0182869, -0.6815077,
0.0215089, 0.0266319, -0.6815077,
0.5688379, 0.0052291, -0.348787,
0.5688379, -0.0075808, -0.348787,
0.4502467, 0.0052325, -0.5016868,
0.4502467, -0.0075842, -0.5016868,
0.2762056, 0.0052397, -0.6091348,
0.2762056, -0.0075914, -0.6091348,
0.0352566, -0.0075952, -0.6815077,
0.0352566, 0.0052435, -0.6815077,
0.4074274, -0.3972602, -0.348787,
0.3981305, -0.406557, -0.348787,
0.3235732, -0.313401, -0.5016868,
0.3142713, -0.3227029, -0.5016868,
0.2005128, -0.1903301, -0.6091348,
0.1912004, -0.1996424, -0.6091348,
0.020821, -0.0292685, -0.6815077,
0.0301388, -0.0199507, -0.6815077,
-0.4730705, -0.1951291, -0.3525386,
-0.3741571, -0.1546566, -0.5027877,
-0.2289953, -0.0952605, -0.6075971,
-0.0280256, -0.0130299, -0.6781929,
-0.4722633, 0.1947354, -0.3525386,
-0.3735265, 0.1538369, -0.5027877,
-0.2286236, 0.0938156, -0.6075971,
-0.0280125, 0.0107194, -0.6781929,
-0.1941216, 0.473033, -0.3525386,
-0.1532232, 0.374296, -0.5027877,
-0.0932022, 0.229393, -0.6075971,
-0.0101062, 0.0287818, -0.6781929,
0.1996164, 0.472456, -0.3525386,
0.1587188, 0.3737187, -0.5027877,
0.0986994, 0.2288151, -0.6075971,
0.0156041, 0.0282036, -0.6781929,
0.4760624, 0.1954664, -0.3525386,
0.3773253, 0.1545684, -0.5027877,
0.2324222, 0.0945479, -0.6075971,
0.0318109, 0.0114521, -0.6781929,
0.4762011, -0.197474, -0.3525386,
0.3774641, -0.1565757, -0.5027877,
0.232561, -0.0965548, -0.6075971,
0.0319498, -0.0134589, -0.6781929,
0.1995077, -0.4748432, -0.3525386,
0.15861, -0.376106, -0.5027877,
0.0985905, -0.2312025, -0.6075971,
0.0154952, -0.030591, -0.6781929,
-0.1943608, -0.4752762, -0.3525386,
-0.1534625, -0.3765392, -0.5027877,
-0.0934418, -0.2316361, -0.6075971,
-0.0103459, -0.0310248, -0.6781929,
0.3191234, 0.3159014, -0.5016869,
0.4029799, 0.399758, -0.348787,
0.196058, 0.192836, -0.6091348,
0.0256814, 0.0224594, -0.6815077,
0.5688379, -0.0011758, -0.348787,
0.4502467, -0.0011758, -0.5016868,
0.2762056, -0.0011758, -0.6091348,
0.0352566, -0.0011758, -0.6815077,
0.3189223, -0.318052, -0.5016868,
0.4027789, -0.4019086, -0.348787,
0.1958566, -0.1949862, -0.6091348,
0.0254799, -0.0246096, -0.6815077,
0.0020462, -0.5669876, -0.348787,
0.0020462, -0.4483959, -0.5016868,
0.0020462, -0.2743537, -0.6091348,
0.0020462, -0.0334041, -0.6815077,
-0.3142021, -0.317424, -0.5016868,
-0.398059, -0.401281, -0.348787,
-0.1911356, -0.1943576, -0.6091348,
-0.0207586, -0.0239806, -0.6815077,
-0.5641834, -0.0011758, -0.348787,
-0.445592, -0.0011758, -0.5016868,
-0.2715503, -0.0011758, -0.6091348,
-0.0306009, -0.0011758, -0.6815077,
-0.3141942, 0.3150645, -0.5016868,
-0.3980512, 0.3989214, -0.348787,
-0.1911277, 0.191998, -0.6091348,
-0.0207507, 0.021621, -0.6815077,
0.0020462, 0.5648279, -0.348787,
0.0020462, 0.4462363, -0.5016867,
0.0020462, 0.2721943, -0.6091348,
0.0020462, 0.0312448, -0.6815077,
-0.0005162, -0.0111737, -0.680937,
0.0049569, -0.0111737, -0.680937,
-0.0068019, -0.0063171, -0.680937,
-0.0029557, -0.0101632, -0.680937,
-0.0079427, 0.0012807, -0.680937,
-0.0079427, -0.0035628, -0.680937,
-0.0029473, 0.0078846, -0.680937,
-0.0068053, 0.0040266, -0.680937,
0.0048123, 0.0089515, -0.680937,
-0.0003716, 0.0089515, -0.680937,
0.0108769, 0.0049177, -0.680937,
0.0082791, 0.0075155, -0.680937,
0.0125588, -0.0031394, -0.680937,
0.0125588, 0.0008573, -0.680937,
0.008065, -0.0098863, -0.680937,
0.0109656, -0.0069857, -0.680937,
-0.007141, -0.0048312, -0.679905,
-0.0071369, 0.002562, -0.679905,
-0.0015627, 0.0081848, -0.679905,
0.006441, 0.0080048, -0.679905,
0.0114861, 0.00279, -0.679905,
0.0115294, -0.0049648, -0.679905,
0.006407, -0.010298, -0.679905,
-0.0016373, -0.0104331, -0.679905,
0.009578, 0.0062166, -0.680937,
0.0125588, -0.001141, -0.680937,
0.0095153, -0.008436, -0.680937,
0.0022203, -0.0111737, -0.680937,
-0.0048788, -0.0082402, -0.680937,
-0.0079427, -0.001141, -0.680937,
-0.0048763, 0.0059556, -0.680937,
0.0022203, 0.0089515, -0.680937,
0.0, -0.0140438, 0.134985,
-0.0099305, -0.0099305, 0.134985,
-0.0140438, 0.0, 0.134985,
-0.0099305, 0.0099305, 0.134985,
0.0, 0.0140438, 0.134985,
0.0099305, 0.0099305, 0.134985,
0.0140438, 0.0, 0.134985,
0.0099305, -0.0099305, 0.134985,
0.0, -0.0140438, -0.6858143,
-0.0099305, -0.0099305, -0.6858143,
-0.0140438, 0.0, -0.6858143,
-0.0099305, 0.0099305, -0.6858143,
0.0, 0.0140438, -0.6858143,
0.0099305, 0.0099305, -0.6858143,
0.0140438, 0.0, -0.6858143,
0.0099305, -0.0099305, -0.6858143,
0.0, -3.19e-05, -0.7460103,
-2.25e-05, -2.25e-05, -0.7460103,
-3.19e-05, 0.0, -0.7460103,
-2.25e-05, 2.25e-05, -0.7460103,
0.0, 3.19e-05, -0.7460103,
2.25e-05, 2.25e-05, -0.7460103,
3.19e-05, 0.0, -0.7460103,
2.25e-05, -2.25e-05, -0.7460103,
0.0, -0.0140438, -0.6858143,
-0.0099305, -0.0099305, -0.6858143,
-0.0140438, 0.0, -0.6858143,
-0.0099305, 0.0099305, -0.6858143,
0.0140438, 0.0, -0.6858143,
0.0099305, -0.0099305, -0.6858143,
